"resultId"	"raceId"	"piloteId"	"constructorId"	"numb"	"grid"	"post"	"positionText"	"positionOrder"	"points"	"laps"	"temps"	"fastestLap"	"level"	"fastestLapTime"	"fastestLapSpeed"	"statusId"	"pilote_Id"	"statue_Id"	"circuits_Id"	"qualif_Id"	"standing_Id"
20377	339	13	6	7	21	7	7	7	"6.0"	56	"27.068"	48	5	"01:37.8"	"204.07"	1	13	20374	20374	20374	20374
20378	339	18	1	1	17	8	8	8	"4.0"	56	"37.918"	49	10	"01:38.5"	"202.584"	1	18	20375	20375	20375	20375
20379	339	153	5	17	14	9	9	9	"2.0"	56	"+1:10.602"	44	13	"01:39.5"	"200.572"	1	153	20376	20376	20376	20376
20380	339	807	3	10	5	10	10	10	"1.0"	56	"+1:13.399"	51	11	"01:39.1"	"201.311"	1	807	20377	20377	20377	20377
20381	339	67	5	16	13	11	11	11	"0.0"	56	"+1:18.938"	54	3	"01:37.6"	"204.433"	1	67	20378	20378	20378	20378
20382	339	22	3	9	7	12	12	12	"0.0"	55		46	12	"01:39.4"	"200.695"	11	22	20379	20379	20379	20379
20383	339	4	6	8	19	13	13	13	"0.0"	54		41	2	"01:37.2"	"205.23"	5	4	20380	20380	20380	20380
20384	339	810	166	25	24	14	14	14	"0.0"	53		28	18	"01:43.2"	"193.315"	13	810	20381	20381	20381	20381
20385	339	812	164	20	22	15	15	15	"0.0"	53		40	21	"01:44.8"	"190.426"	13	812	20382	20382	20382	20382
20386	339	811	164	21	23	16	16	16	"0.0"	52		39	22	"01:45.3"	"189.443"	14	811	20383	20383	20383	20383
20387	339	15	205	18	18	17	17	17	"0.0"	51		31	20	"01:43.8"	"192.329"	15	15	20384	20384	20384	20384
20388	339	5	205	19	15	0	"N"	18	"0.0"	46		44	17	"01:42.7"	"194.299"	88	5	20385	20385	20385	20385
20389	339	808	4	12	11	0	"R"	19	"0.0"	32		32	14	"01:40.7"	"198.174"	6	808	20386	20386	20386	20386
20390	339	24	10	15	10	0	"R"	20	"0.0"	12		9	16	"01:42.6"	"194.502"	37	24	20387	20387	20387	20387
20391	339	30	131	3	8	0	"R"	21	"0.0"	9		9	15	"01:42.1"	"195.474"	36	30	20388	20388	20388	20388
20392	339	155	15	23	9	0	"R"	22	"0.0"	8		6	19	"01:43.3"	"193.098"	5	155	20389	20389	20389	20389
20393	339	10	166	24	16	0	"R"	23	"0.0"	2		2	23	"01:46.4"	"187.566"	20	10	20390	20390	20390	20390
20394	339	37	15	22	12	0	"W"	24	"0.0"	0		0	0			5	37	20391	20391	20391	20391
20395	340	18	1	1	5	1	1	1	"25.0"	56	"46:42.2"	14	4	"01:42.9"	"190.731"	1	18	20392	20392	20392	20392
20396	340	1	1	2	6	2	2	2	"18.0"	56	"1.53"	13	1	"01:42.1"	"192.273"	1	1	20393	20393	20393	20393
20397	340	3	131	4	4	3	3	3	"15.0"	56	"9.484"	14	5	"01:43.2"	"190.068"	1	3	20394	20394	20394	20394
20398	340	4	6	8	3	4	4	4	"12.0"	56	"11.869"	14	9	"01:44.1"	"188.445"	1	4	20395	20395	20395	20395
20399	340	9	4	11	8	5	5	5	"10.0"	56	"22.213"	14	6	"01:43.6"	"189.362"	1	9	20396	20396	20396	20396
20400	340	20	9	5	1	6	6	6	"8.0"	56	"33.31"	14	2	"01:42.4"	"191.715"	1	20	20397	20397	20397	20397
20401	340	808	4	12	14	7	7	7	"6.0"	56	"47.6"	14	8	"01:43.8"	"189.05"	1	808	20398	20398	20398	20398
20402	340	17	9	6	2	8	8	8	"4.0"	56	"52.172"	14	3	"01:42.6"	"191.246"	1	17	20399	20399	20399	20399
20403	340	13	6	7	7	9	9	9	"2.0"	56	"57.796"	14	13	"01:44.6"	"187.616"	1	13	20400	20400	20400	20400
20404	340	30	131	3	9	10	10	10	"1.0"	56	"+1:01.749"	14	10	"01:44.3"	"188.149"	1	30	20401	20401	20401	20401
20405	340	16	10	14	10	11	11	11	"0.0"	56	"+1:02.874"	14	11	"01:44.4"	"188.03"	1	16	20402	20402	20402	20402
20406	340	22	3	9	11	12	12	12	"0.0"	56	"+1:03.665"	17	14	"01:45.6"	"185.901"	1	22	20403	20403	20403	20403
20407	340	153	5	17	12	13	13	13	"0.0"	56	"+1:11.416"	14	7	"01:43.8"	"189.134"	1	153	20404	20404	20404	20404
20408	340	5	205	19	21	14	14	14	"0.0"	55		14	15	"01:47.1"	"183.156"	11	5	20405	20405	20405	20405
20409	340	807	3	10	16	15	15	15	"0.0"	55		13	12	"01:44.5"	"187.697"	11	807	20406	20406	20406	20406
20410	340	811	164	21	23	16	16	16	"0.0"	54		16	17	"01:48.2"	"181.337"	12	811	20407	20407	20407	20407
20411	340	812	164	20	24	17	17	17	"0.0"	52		15	18	"01:48.8"	"180.383"	14	812	20408	20408	20408	20408
20412	340	15	205	18	20	0	"R"	18	"0.0"	26		14	19	"01:49.7"	"178.925"	9	15	20409	20409	20409	20409
20413	340	810	166	25	22	0	"R"	19	"0.0"	8		7	20	"01:53.2"	"173.376"	8	810	20410	20410	20410	20410
20414	340	37	15	22	17	0	"R"	20	"0.0"	7		6	16	"01:47.7"	"182.14"	39	37	20411	20411	20411	20411
20415	340	67	5	16	13	0	"R"	21	"0.0"	0		0	0			3	67	20412	20412	20412	20412
20416	340	155	15	23	15	0	"R"	22	"0.0"	0		0	0			3	155	20413	20413	20413	20413
20417	340	24	10	15	18	0	"R"	23	"0.0"	0		0	0			3	24	20414	20414	20414	20414
20418	340	10	166	24	19	0	"W"	24	"0.0"	0		0	0			5	10	20415	20415	20415	20415
20419	341	17	9	6	1	1	1	1	"25.0"	66	"35:44.1"	62	2	"01:24.8"	"197.552"	1	17	20416	20416	20416	20416
20420	341	4	6	8	4	2	2	2	"18.0"	66	"24.065"	57	3	"01:24.8"	"197.51"	1	4	20417	20417	20417	20417
20421	341	20	9	5	2	3	3	3	"15.0"	66	"51.338"	56	5	"01:25.2"	"196.745"	1	20	20418	20418	20418	20418
20422	341	30	131	3	6	4	4	4	"12.0"	66	"+1:02.195"	64	10	"01:25.5"	"195.933"	1	30	20419	20419	20419	20419
20423	341	18	1	1	5	5	5	5	"10.0"	66	"+1:03.728"	64	4	"01:25.2"	"196.768"	1	18	20420	20420	20420	20420
20424	341	13	6	7	9	6	6	6	"8.0"	66	"+1:05.767"	64	9	"01:25.5"	"196.006"	1	13	20421	20421	20421	20421
20425	341	16	10	14	11	7	7	7	"6.0"	66	"+1:12.941"	65	13	"01:25.8"	"195.212"	1	16	20422	20422	20422	20422
20426	341	9	4	11	7	8	8	8	"4.0"	66	"+1:13.677"	66	7	"01:25.5"	"196.077"	1	9	20423	20423	20423	20423
20427	341	22	3	9	17	9	9	9	"2.0"	65		59	12	"01:25.7"	"195.478"	11	22	20424	20424	20424	20424
20428	341	153	5	17	15	10	10	10	"1.0"	65		63	11	"01:25.7"	"195.645"	11	153	20425	20425	20425	20425
20429	341	808	4	12	19	11	11	11	"0.0"	65		63	8	"01:25.5"	"196.068"	11	808	20426	20426	20426	20426
20430	341	155	15	23	10	12	12	12	"0.0"	65		62	15	"01:26.1"	"194.672"	11	155	20427	20427	20427	20427
20431	341	3	131	4	8	13	13	13	"0.0"	65		50	6	"01:25.5"	"196.103"	11	3	20428	20428	20428	20428
20432	341	1	1	2	3	14	14	14	"0.0"	64		59	1	"01:24.4"	"198.655"	29	1	20429	20429	20429	20429
20433	341	24	10	15	16	15	15	15	"0.0"	64		63	14	"01:25.9"	"195.032"	5	24	20430	20430	20430	20430
20434	341	807	3	10	13	16	16	16	"0.0"	64		63	17	"01:26.9"	"192.924"	12	807	20431	20431	20431	20431
20435	341	15	205	18	18	17	17	17	"0.0"	63		56	18	"01:29.6"	"187.106"	13	15	20432	20432	20432	20432
20436	341	10	166	24	22	18	18	18	"0.0"	63		60	19	"01:29.8"	"186.664"	13	10	20433	20433	20433	20433
20437	341	810	166	25	23	19	19	19	"0.0"	62		47	20	"01:29.9"	"186.398"	14	810	20434	20434	20434	20434
20438	341	67	5	16	14	0	"R"	20	"0.0"	42		41	16	"01:26.7"	"193.233"	9	67	20435	20435	20435	20435
20439	341	812	164	20	24	0	"R"	21	"0.0"	27		26	22	"01:32.0"	"182.071"	22	812	20436	20436	20436	20436
20440	341	37	15	22	12	0	"R"	22	"0.0"	18		9	21	"01:30.4"	"185.353"	4	37	20437	20437	20437	20437
20441	341	811	164	21	21	0	"R"	23	"0.0"	0		0	0			3	811	20438	20438	20438	20438
20442	341	5	205	19	20	0	"W"	24	"0.0"	0		0	0			6	5	20439	20439	20439	20439
20443	342	17	9	6	1	1	1	1	"25.0"	78	"50:13.4"	63	2	"01:15.3"	"159.643"	1	17	20440	20440	20440	20440
20444	342	20	9	5	3	2	2	2	"18.0"	78	"0.448"	71	1	"01:15.2"	"159.91"	1	20	20441	20441	20441	20441
20445	342	9	4	11	2	3	3	3	"15.0"	78	"1.675"	72	3	"01:15.4"	"159.568"	1	9	20442	20442	20442	20442
20446	342	13	6	7	4	4	4	4	"12.0"	78	"2.666"	68	4	"01:15.5"	"159.251"	1	13	20443	20443	20443	20443
20447	342	1	1	2	5	5	5	5	"10.0"	78	"4.363"	68	10	"01:16.2"	"157.755"	1	1	20444	20444	20444	20444
20448	342	4	6	8	24	6	6	6	"8.0"	78	"6.341"	73	6	"01:15.9"	"158.408"	1	4	20445	20445	20445	20445
20449	342	3	131	4	6	7	7	7	"6.0"	78	"6.651"	65	7	"01:16.0"	"158.295"	1	3	20446	20446	20446	20446
20450	342	16	10	14	12	8	8	8	"4.0"	78	"6.97"	72	8	"01:16.0"	"158.287"	1	16	20447	20447	20447	20447
20451	342	24	10	15	10	9	9	9	"2.0"	78	"7.305"	72	9	"01:16.1"	"157.915"	1	24	20448	20448	20448	20448
20452	342	67	5	16	13	10	10	10	"1.0"	78	"8.199"	68	13	"01:16.5"	"157.19"	1	67	20449	20449	20449	20449
20453	342	153	5	17	17	11	11	11	"0.0"	78	"9.135"	73	11	"01:16.4"	"157.421"	1	153	20450	20450	20450	20450
20454	342	30	131	3	7	12	12	12	"0.0"	78	"5.712"	71	5	"01:15.6"	"159.089"	1	30	20451	20451	20451	20451
20455	342	808	4	12	14	13	13	13	"0.0"	73		60	12	"01:16.4"	"157.371"	23	808	20452	20452	20452	20452
20456	342	812	164	20	23	14	14	14	"0.0"	70		69	19	"01:19.6"	"151.144"	4	812	20453	20453	20453	20453
20457	342	15	205	18	19	15	15	15	"0.0"	70		69	18	"01:19.3"	"151.55"	4	15	20454	20454	20454	20454
20458	342	5	205	19	18	0	"R"	16	"0.0"	58		57	14	"01:18.4"	"153.365"	38	5	20455	20455	20455	20455
20459	342	811	164	21	22	0	"R"	17	"0.0"	58		58	20	"01:20.1"	"150.056"	9	811	20456	20456	20456	20456
20460	342	22	3	9	9	0	"R"	18	"0.0"	30		22	16	"01:19.1"	"152.06"	22	22	20457	20457	20457	20457
20461	342	155	15	23	16	0	"R"	19	"0.0"	26		24	15	"01:18.8"	"152.637"	6	155	20458	20458	20458	20458
20462	342	810	166	25	21	0	"R"	20	"0.0"	25		19	22	"01:22.3"	"146.179"	36	810	20459	20459	20459	20459
20463	342	10	166	24	20	0	"R"	21	"0.0"	22		11	21	"01:20.8"	"148.857"	49	10	20460	20460	20460	20460
20464	342	37	15	22	15	0	"R"	22	"0.0"	21		21	17	"01:19.3"	"151.684"	9	37	20461	20461	20461	20461
20465	342	18	1	1	8	0	"R"	23	"0.0"	2		2	23	"02:14.3"	"89.54"	5	18	20462	20462	20462	20462
20466	342	807	3	10	11	0	"R"	24	"0.0"	0		0	0			33	807	20463	20463	20463	20463
20467	343	1	1	2	2	1	1	1	"25.0"	58	"28:47.6"	54	12	"01:30.1"	"213.342"	1	1	20464	20464	20464	20464
20468	343	18	1	1	4	2	2	2	"18.0"	58	"2.645"	42	7	"01:29.9"	"213.769"	1	18	20465	20465	20465	20465
20469	343	17	9	6	1	3	3	3	"15.0"	58	"24.285"	54	2	"01:29.2"	"215.447"	1	17	20466	20466	20466	20466
20470	343	30	131	3	5	4	4	4	"12.0"	58	"31.11"	53	6	"01:29.8"	"213.971"	1	30	20467	20467	20467	20467
20471	343	3	131	4	6	5	5	5	"10.0"	58	"32.266"	52	9	"01:30.0"	"213.574"	1	3	20468	20468	20468	20468
20472	343	9	4	11	7	6	6	6	"8.0"	58	"32.824"	57	4	"01:29.6"	"214.521"	1	9	20469	20469	20469	20469
20473	343	13	6	7	8	7	7	7	"6.0"	58	"36.635"	58	10	"01:30.0"	"213.529"	1	13	20470	20470	20470	20470
20474	343	4	6	8	12	8	8	8	"4.0"	58	"46.544"	56	11	"01:30.0"	"213.493"	1	4	20471	20471	20471	20471
20475	343	16	10	14	11	9	9	9	"2.0"	58	"49.029"	55	8	"01:30.0"	"213.617"	1	16	20472	20472	20472	20472
20476	343	155	15	23	10	10	10	10	"1.0"	58	"+1:05.650"	42	16	"01:30.9"	"211.426"	1	155	20473	20473	20473	20473
20477	343	37	15	22	13	11	11	11	"0.0"	58	"+1:05.944"	50	14	"01:30.4"	"212.525"	1	37	20474	20474	20474	20474
20478	343	153	5	17	16	12	12	12	"0.0"	58	"+1:07.800"	50	3	"01:29.5"	"214.628"	1	153	20475	20475	20475	20475
20479	343	24	10	15	18	13	13	13	"0.0"	57		53	18	"01:31.4"	"210.201"	11	24	20476	20476	20476	20476
20480	343	22	3	9	15	14	14	14	"0.0"	57		53	17	"01:30.9"	"211.329"	11	22	20477	20477	20477	20477
20481	343	808	4	12	9	15	15	15	"0.0"	57		57	1	"01:29.2"	"215.519"	11	808	20478	20478	20478	20478
20482	343	67	5	16	14	16	16	16	"0.0"	57		57	5	"01:29.6"	"214.501"	11	67	20479	20479	20479	20479
20483	343	807	3	10	17	17	17	17	"0.0"	57		51	15	"01:30.6"	"212.059"	11	807	20480	20480	20480	20480
20484	343	10	166	24	21	18	18	18	"0.0"	55		48	19	"01:32.3"	"208.278"	13	10	20481	20481	20481	20481
20485	343	810	166	25	23	19	19	19	"0.0"	55		55	20	"01:33.3"	"206.062"	13	810	20482	20482	20482	20482
20486	343	812	164	20	24	20	20	20	"0.0"	52		37	24	"01:34.6"	"203.169"	48	812	20483	20483	20483	20483
20487	343	811	164	21	22	0	"R"	21	"0.0"	46		35	21	"01:34.2"	"203.898"	32	811	20484	20484	20484	20484
20488	343	20	9	5	3	0	"R"	22	"0.0"	39		37	13	"01:30.2"	"213.091"	4	20	20485	20485	20485	20485
20489	343	5	205	19	20	0	"R"	23	"0.0"	33		26	22	"01:34.4"	"203.647"	9	5	20486	20486	20486	20486
20490	343	15	205	18	19	0	"R"	24	"0.0"	32		26	23	"01:34.5"	"203.432"	9	15	20487	20487	20487	20487
20491	344	1	1	2	1	1	1	1	"25.0"	70	"33:53.5"	62	2	"01:17.8"	"201.778"	1	1	20488	20488	20488	20488
20492	344	18	1	1	4	2	2	2	"18.0"	70	"2.254"	66	4	"01:18.1"	"200.906"	1	18	20489	20489	20489	20489
20493	344	4	6	8	3	3	3	3	"15.0"	70	"9.214"	44	6	"01:18.2"	"200.744"	1	4	20490	20490	20490	20490
20494	344	20	9	5	2	4	4	4	"12.0"	70	"37.817"	62	8	"01:18.4"	"200.206"	1	20	20491	20491	20491	20491
20495	344	17	9	6	7	5	5	5	"10.0"	70	"39.291"	62	5	"01:18.1"	"200.895"	1	17	20492	20492	20492	20492
20496	344	3	131	4	10	6	6	6	"8.0"	70	"56.084"	68	3	"01:17.8"	"201.711"	1	3	20493	20493	20493	20493
20497	344	9	4	11	8	7	7	7	"6.0"	70	"57.3"	67	1	"01:17.0"	"203.965"	1	9	20494	20494	20494	20494
20498	344	67	5	16	15	8	8	8	"4.0"	69		39	15	"01:19.8"	"196.776"	11	67	20495	20495	20495	20495
20499	344	24	10	15	5	9	9	9	"2.0"	69		66	11	"01:19.3"	"197.855"	11	24	20496	20496	20496	20496
20500	344	16	10	14	9	10	10	10	"1.0"	69		68	13	"01:19.5"	"197.404"	11	16	20497	20497	20497	20497
20501	344	30	131	3	13	11	11	11	"0.0"	69		44	14	"01:19.6"	"197.288"	11	30	20498	20498	20498	20498
20502	344	153	5	17	16	12	12	12	"0.0"	69		69	16	"01:19.8"	"196.633"	11	153	20499	20499	20499	20499
20503	344	807	3	10	12	13	13	13	"0.0"	69		64	9	"01:18.9"	"198.95"	11	807	20500	20500	20500	20500
20504	344	22	3	9	11	14	14	14	"0.0"	69		65	10	"01:19.2"	"198.289"	11	22	20501	20501	20501	20501
20505	344	13	6	7	6	15	15	15	"0.0"	69		45	7	"01:18.3"	"200.441"	11	13	20502	20502	20502	20502
20506	344	5	205	19	19	16	16	16	"0.0"	68		65	18	"01:20.7"	"194.653"	12	5	20503	20503	20503	20503
20507	344	808	4	12	14	17	17	17	"0.0"	68		58	12	"01:19.5"	"197.596"	12	808	20504	20504	20504	20504
20508	344	812	164	20	24	18	18	18	"0.0"	66		47	21	"01:21.9"	"191.729"	14	812	20505	20505	20505	20505
20509	344	810	166	25	23	19	19	19	"0.0"	65		49	22	"01:21.9"	"191.605"	15	810	20506	20506	20506	20506
20510	344	10	166	24	21	0	"R"	20	"0.0"	55		43	20	"01:21.7"	"192.234"	26	10	20507	20507	20507	20507
20511	344	15	205	18	20	0	"R"	21	"0.0"	47		38	19	"01:20.8"	"194.323"	23	15	20508	20508	20508	20508
20512	344	37	15	22	17	0	"R"	22	"0.0"	31		21	17	"01:20.6"	"194.846"	5	37	20509	20509	20509	20509
20513	344	811	164	21	22	0	"R"	23	"0.0"	14		5	23	"01:24.5"	"185.741"	9	811	20510	20510	20510	20510
20514	344	155	15	23	18	0	"R"	24	"0.0"	1		0	0			3	155	20511	20511	20511	20511
20515	345	20	9	5	1	1	1	1	"25.0"	57	"40:29.6"	52	3	"01:39.1"	"196.774"	1	20	20512	20512	20512	20512
20516	345	1	1	2	3	2	2	2	"18.0"	57	"5.042"	56	4	"01:39.2"	"196.744"	1	1	20513	20513	20513	20513
20517	345	18	1	1	7	3	3	3	"15.0"	57	"12.658"	54	1	"01:38.8"	"197.521"	1	18	20514	20514	20514	20514
20518	345	22	3	9	9	4	4	4	"12.0"	57	"25.627"	56	5	"01:39.5"	"196.085"	1	22	20515	20515	20515	20515
20519	345	9	4	11	6	5	5	5	"10.0"	57	"27.122"	55	7	"01:39.5"	"195.981"	1	9	20516	20516	20516	20516
20520	345	16	10	14	13	6	6	6	"8.0"	57	"30.168"	52	8	"01:39.8"	"195.469"	1	16	20517	20517	20517	20517
20521	345	155	15	23	18	7	7	7	"6.0"	57	"30.965"	57	6	"01:39.5"	"196.03"	1	155	20518	20518	20518	20518
20522	345	4	6	8	4	8	8	8	"4.0"	57	"32.809"	50	10	"01:39.9"	"195.3"	1	4	20519	20519	20519	20519
20523	345	67	5	16	11	9	9	9	"2.0"	57	"36.299"	53	11	"01:40.1"	"194.92"	1	67	20520	20520	20520	20520
20524	345	3	131	4	12	10	10	10	"1.0"	57	"44.382"	57	9	"01:39.9"	"195.322"	1	3	20521	20521	20521	20521
20525	345	13	6	7	5	11	11	11	"0.0"	57	"46.621"	52	13	"01:40.2"	"194.679"	1	13	20522	20522	20522	20522
20526	345	37	15	22	16	12	12	12	"0.0"	57	"47.414"	56	16	"01:40.4"	"194.248"	1	37	20523	20523	20523	20523
20527	345	153	5	17	17	13	13	13	"0.0"	57	"48.239"	55	15	"01:40.3"	"194.448"	1	153	20524	20524	20524	20524
20528	345	808	4	12	10	14	14	14	"0.0"	57	"48.287"	57	12	"01:40.1"	"194.889"	1	808	20525	20525	20525	20525
20529	345	30	131	3	15	15	15	15	"0.0"	57	"48.826"	53	2	"01:39.0"	"197.118"	1	30	20526	20526	20526	20526
20530	345	24	10	15	14	16	16	16	"0.0"	57	"50.89"	52	14	"01:40.3"	"194.49"	1	24	20527	20527	20527	20527
20531	345	810	166	25	21	17	17	17	"0.0"	56		45	20	"01:42.4"	"190.485"	11	810	20528	20528	20528	20528
20532	345	812	164	20	23	18	18	18	"0.0"	55		51	22	"01:43.8"	"187.905"	12	812	20529	20529	20529	20529
20533	345	10	166	24	22	19	19	19	"0.0"	55		48	19	"01:42.3"	"190.662"	12	10	20530	20530	20530	20530
20534	345	811	164	21	24	20	20	20	"0.0"	55		55	21	"01:42.9"	"189.536"	12	811	20531	20531	20531	20531
20535	345	15	205	18	19	21	21	21	"0.0"	53		53	18	"01:41.8"	"191.691"	14	15	20532	20532	20532	20532
20536	345	807	3	10	8	0	"R"	22	"0.0"	49		46	17	"01:40.8"	"193.554"	43	807	20533	20533	20533	20533
20537	345	5	205	19	20	0	"R"	23	"0.0"	8		8	24	"01:46.1"	"183.816"	4	5	20534	20534	20534	20534
20538	345	17	9	6	2	0	"R"	24	"0.0"	8		5	23	"01:44.1"	"187.465"	4	17	20535	20535	20535	20535
20539	346	17	9	6	2	1	1	1	"25.0"	52	"24:38.2"	45	4	"01:32.4"	"229.608"	1	17	20536	20536	20536	20536
20540	346	1	1	2	4	2	2	2	"18.0"	52	"1.36"	43	6	"01:32.8"	"228.633"	1	1	20537	20537	20537	20537
20541	346	3	131	4	5	3	3	3	"15.0"	52	"21.307"	50	7	"01:33.0"	"228.156"	1	3	20538	20538	20538	20538
20542	346	18	1	1	14	4	4	4	"12.0"	52	"21.986"	52	9	"01:33.0"	"228.031"	1	18	20539	20539	20539	20539
20543	346	22	3	9	8	5	5	5	"10.0"	52	"31.456"	50	11	"01:33.6"	"226.54"	1	22	20540	20540	20540	20540
20544	346	155	15	23	12	6	6	6	"8.0"	52	"32.171"	52	10	"01:33.6"	"226.678"	1	155	20541	20541	20541	20541
20545	346	20	9	5	1	7	7	7	"6.0"	52	"36.734"	52	3	"01:32.0"	"230.6"	1	20	20542	20542	20542	20542
20546	346	16	10	14	11	8	8	8	"4.0"	52	"40.932"	42	16	"01:34.3"	"224.806"	1	16	20543	20543	20543	20543
20547	346	30	131	3	10	9	9	9	"2.0"	52	"41.599"	47	15	"01:34.2"	"225.203"	1	30	20544	20544	20544	20544
20548	346	807	3	10	13	10	10	10	"1.0"	52	"42.012"	48	13	"01:34.0"	"225.639"	1	807	20545	20545	20545	20545
20549	346	24	10	15	20	11	11	11	"0.0"	52	"42.459"	51	14	"01:34.0"	"225.569"	1	24	20546	20546	20546	20546
20550	346	67	5	16	16	12	12	12	"0.0"	52	"47.627"	52	8	"01:33.0"	"228.087"	1	67	20547	20547	20547	20547
20551	346	808	4	12	15	13	13	13	"0.0"	52	"59.374"	52	5	"01:32.5"	"229.311"	1	808	20548	20548	20548	20548
20552	346	4	6	8	3	14	14	14	"0.0"	52	"+1:02.385"	52	1	"01:30.9"	"233.373"	1	4	20549	20549	20549	20549
20553	346	13	6	7	7	15	15	15	"0.0"	52	"+1:07.489"	52	2	"01:31.6"	"231.407"	1	13	20550	20550	20550	20550
20554	346	15	205	18	21	16	16	16	"0.0"	51		44	20	"01:36.5"	"219.724"	11	15	20551	20551	20551	20551
20555	346	5	205	19	18	17	17	17	"0.0"	51		48	18	"01:36.3"	"220.336"	11	5	20552	20552	20552	20552
20556	346	10	166	24	19	18	18	18	"0.0"	50		49	19	"01:36.4"	"219.961"	12	10	20553	20553	20553	20553
20557	346	812	164	20	23	19	19	19	"0.0"	50		40	23	"01:38.8"	"214.656"	12	812	20554	20554	20554	20554
20558	346	29	164	21	24	20	20	20	"0.0"	50		50	22	"01:38.3"	"215.723"	12	29	20555	20555	20555	20555
20559	346	153	5	17	17	0	"R"	21	"0.0"	44		43	12	"01:33.7"	"226.219"	23	153	20556	20556	20556	20556
20560	346	37	15	22	9	0	"R"	22	"0.0"	29		23	17	"01:35.9"	"221.182"	4	37	20557	20557	20557	20557
20561	346	9	4	11	6	0	"R"	23	"0.0"	19		12	21	"01:36.8"	"218.982"	30	9	20558	20558	20558	20558
20562	346	810	166	25	22	0	"R"	24	"0.0"	9		7	24	"01:40.6"	"210.725"	9	810	20559	20559	20559	20559
20563	347	4	6	8	2	1	1	1	"25.0"	67	"27:38.9"	66	2	"01:15.9"	"217.005"	1	4	20560	20560	20560	20560
20564	347	13	6	7	3	2	2	2	"18.0"	67	"4.196"	66	3	"01:16.1"	"216.386"	1	13	20561	20561	20561	20561
20565	347	20	9	5	1	3	3	3	"15.0"	67	"5.121"	67	1	"01:15.8"	"217.166"	1	20	20562	20562	20562	20562
20566	347	1	1	2	6	4	4	4	"12.0"	67	"26.896"	65	5	"01:16.5"	"215.238"	1	1	20563	20563	20563	20563
20567	347	18	1	1	5	5	5	5	"10.0"	67	"29.482"	65	4	"01:16.5"	"215.385"	1	18	20564	20564	20564	20564
20568	347	17	9	6	4	6	6	6	"8.0"	67	"43.606"	57	9	"01:16.7"	"214.747"	1	17	20565	20565	20565	20565
20569	347	9	4	11	7	7	7	7	"6.0"	66		62	16	"01:17.2"	"213.389"	11	9	20566	20566	20566	20566
20570	347	3	131	4	9	8	8	8	"4.0"	66		66	8	"01:16.6"	"214.94"	11	3	20567	20567	20567	20567
20571	347	30	131	3	11	9	9	9	"2.0"	66		66	14	"01:17.1"	"213.605"	11	30	20568	20568	20568	20568
20572	347	808	4	12	13	10	10	10	"1.0"	66		62	17	"01:17.2"	"213.3"	11	808	20569	20569	20569	20569
20573	347	155	15	23	12	11	11	11	"0.0"	66		63	15	"01:17.1"	"213.571"	11	155	20570	20570	20570	20570
20574	347	22	3	9	8	12	12	12	"0.0"	66		63	13	"01:17.0"	"213.768"	11	22	20571	20571	20571	20571
20575	347	807	3	10	10	13	13	13	"0.0"	66		61	11	"01:16.8"	"214.305"	11	807	20572	20572	20572	20572
20576	347	37	15	22	14	14	14	14	"0.0"	66		61	6	"01:16.5"	"215.171"	11	37	20573	20573	20573	20573
20577	347	153	5	17	15	15	15	15	"0.0"	66		66	12	"01:17.0"	"213.929"	11	153	20574	20574	20574	20574
20578	347	24	10	15	21	16	16	16	"0.0"	65		64	7	"01:16.6"	"214.977"	12	24	20575	20575	20575	20575
20579	347	16	10	14	19	17	17	17	"0.0"	65		65	10	"01:16.7"	"214.722"	12	16	20576	20576	20576	20576
20580	347	10	166	24	23	18	18	18	"0.0"	64		62	18	"01:18.2"	"210.538"	13	10	20577	20577	20577	20577
20581	347	811	164	21	20	19	19	19	"0.0"	63		57	21	"01:20.9"	"203.638"	14	811	20578	20578	20578	20578
20582	347	5	205	19	18	0	"R"	20	"0.0"	56		51	19	"01:20.7"	"204.135"	4	5	20579	20579	20579	20579
20583	347	810	166	25	24	0	"R"	21	"0.0"	50		49	20	"01:20.7"	"204.037"	6	810	20580	20580	20580	20580
20584	347	29	164	20	22	0	"R"	22	"0.0"	19		16	22	"01:23.5"	"197.105"	5	29	20581	20581	20581	20581
20585	347	15	205	18	17	0	"R"	23	"0.0"	3		2	23	"02:14.5"	"122.47"	6	15	20582	20582	20582	20582
20586	347	67	5	16	16	0	"R"	24	"0.0"	1		0	0			4	67	20583	20583	20583	20583
20587	348	17	9	6	2	1	1	1	"25.0"	70	"41:05.6"	46	2	"01:22.7"	"190.821"	1	17	20584	20584	20584	20584
20588	348	4	6	8	3	2	2	2	"18.0"	70	"17.821"	67	4	"01:23.2"	"189.573"	1	4	20585	20585	20585	20585
20589	348	20	9	5	1	3	3	3	"15.0"	70	"19.252"	70	1	"01:22.4"	"191.491"	1	20	20586	20586	20586	20586
20590	348	13	6	7	4	4	4	4	"12.0"	70	"27.474"	69	5	"01:23.3"	"189.269"	1	13	20587	20587	20587	20587
20591	348	808	4	12	7	5	5	5	"10.0"	70	"+1:13.192"	61	6	"01:23.8"	"188.207"	1	808	20588	20588	20588	20588
20592	348	807	3	10	10	6	6	6	"8.0"	70	"+1:16.723"	66	7	"01:24.2"	"187.302"	1	807	20589	20589	20589	20589
