"resultId"	"raceId"	"piloteId"	"constructorId"	"numb"	"grid"	"post"	"positionText"	"positionOrder"	"points"	"laps"	"temps"	"fastestLap"	"level"	"fastestLapTime"	"fastestLapSpeed"	"statusId"	"pilote_Id"	"statue_Id"	"circuits_Id"	"qualif_Id"	"standing_Id"
1	18	1	1	22	1	1	1	1	"10.0"	58	"34:50.6"	39	2	"01:27.5"	"218.3"	1	1	1	1	1	1
2	18	2	2	3	5	2	2	2	"8.0"	58	"5.478"	41	3	"01:27.7"	"217.586"	1	2	2	2	2	2
3	18	3	3	7	7	3	3	3	"6.0"	58	"8.163"	41	5	"01:28.1"	"216.719"	1	3	3	3	3	3
4	18	4	4	5	11	4	4	4	"5.0"	58	"17.181"	58	7	"01:28.6"	"215.464"	1	4	4	4	4	4
5	18	5	1	23	3	5	5	5	"4.0"	58	"18.014"	43	1	"01:27.4"	"218.385"	1	5	5	5	5	5
6	18	6	3	8	13	6	6	6	"3.0"	57		50	14	"01:29.6"	"212.974"	11	6	6	6	6	6
7	18	7	5	14	17	7	7	7	"2.0"	55		22	12	"01:29.5"	"213.224"	5	7	7	7	7	7
8	18	8	6	1	15	8	8	8	"1.0"	53		20	4	"01:27.9"	"217.18"	5	8	8	8	8	8
9	18	9	2	4	2	0	"R"	9	"0.0"	47		15	9	"01:28.8"	"215.1"	4	9	9	9	9	9
10	18	10	7	12	18	0	"R"	10	"0.0"	43		23	13	"01:29.6"	"213.166"	3	10	10	10	10	10
11	18	11	8	18	19	0	"R"	11	"0.0"	32		24	15	"01:30.9"	"210.038"	7	11	11	11	11	11
12	18	12	4	6	20	0	"R"	12	"0.0"	30		20	16	"01:31.4"	"208.907"	8	12	12	12	12	12
13	18	13	6	2	4	0	"R"	13	"0.0"	29		23	6	"01:28.2"	"216.51"	5	13	13	13	13	13
14	18	14	9	9	8	0	"R"	14	"0.0"	25		21	11	"01:29.5"	"213.3"	4	14	14	14	14	14
15	18	15	7	11	6	0	"R"	15	"0.0"	19		18	10	"01:29.3"	"213.758"	10	15	15	15	15	15
16	18	16	10	20	22	0	"R"	16	"0.0"	8		8	17	"01:32.0"	"207.461"	9	16	16	16	16	16
17	18	17	9	10	14	0	"R"	17	"0.0"	0		0	0			4	17	17	17	17	17
18	18	18	11	16	12	0	"R"	18	"0.0"	0		0	0			4	18	18	18	18	18
19	18	19	8	19	21	0	"R"	19	"0.0"	0		0	0			4	19	19	19	19	19
20	18	20	5	15	9	0	"R"	20	"0.0"	0		0	0			4	20	20	20	20	20
21	18	21	10	21	16	0	"R"	21	"0.0"	0		0	0			4	21	21	21	21	21
22	18	22	11	17	10	0	"D"	22	"0.0"	58		44	8	"01:28.7"	"215.141"	2	22	22	22	22	22
23	19	8	6	1	2	1	1	1	"10.0"	56	"31:18.6"	37	2	"01:35.4"	"209.158"	1	8	23	23	23	23
24	19	9	2	4	4	2	2	2	"8.0"	56	"19.57"	39	6	"01:35.9"	"208.033"	1	9	24	24	24	24
25	19	5	1	23	8	3	3	3	"6.0"	56	"38.45"	19	7	"01:35.9"	"208.031"	1	5	25	25	25	25
26	19	15	7	11	3	4	4	4	"5.0"	56	"45.832"	53	8	"01:36.1"	"207.715"	1	15	26	26	26	26
27	19	1	1	22	9	5	5	5	"4.0"	56	"46.548"	53	3	"01:35.5"	"209.033"	1	1	27	27	27	27
28	19	2	2	3	5	6	6	6	"3.0"	56	"49.833"	55	1	"01:35.4"	"209.244"	1	2	28	28	28	28
29	19	17	9	10	6	7	7	7	"2.0"	56	"+1:08.130"	53	12	"01:36.7"	"206.366"	1	17	29	29	29	29
30	19	4	4	5	7	8	8	8	"1.0"	56	"+1:10.041"	40	10	"01:36.3"	"207.24"	1	4	30	30	30	30
31	19	14	9	9	12	9	9	9	"0.0"	56	"+1:16.220"	55	9	"01:36.2"	"207.417"	1	14	31	31	31	31
32	19	18	11	16	11	10	10	10	"0.0"	56	"+1:26.214"	56	4	"01:35.7"	"208.481"	1	18	32	32	32	32
33	19	12	4	6	13	11	11	11	"0.0"	56	"+1:32.202"	52	15	"01:37.0"	"205.812"	1	12	33	33	33	33
34	19	21	10	21	17	12	12	12	"0.0"	55		52	16	"01:37.0"	"205.8"	11	21	34	34	34	34
35	19	22	11	17	14	13	13	13	"0.0"	55		55	11	"01:36.7"	"206.372"	11	22	35	35	35	35
36	19	3	3	7	16	14	14	14	"0.0"	55		55	13	"01:36.8"	"206.182"	11	3	36	36	36	36
37	19	19	8	19	21	15	15	15	"0.0"	55		55	18	"01:38.2"	"203.265"	11	19	37	37	37	37
38	19	11	8	18	19	16	16	16	"0.0"	54		53	19	"01:38.5"	"202.578"	12	11	38	38	38	38
39	19	6	3	8	22	17	17	17	"0.0"	54		19	17	"01:37.7"	"204.222"	12	6	39	39	39	39
40	19	20	5	15	15	0	"R"	18	"0.0"	39		37	14	"01:36.9"	"205.995"	5	20	40	40	40	40
41	19	13	6	2	1	0	"R"	19	"0.0"	30		15	5	"01:35.9"	"208.048"	20	13	41	41	41	41
42	19	16	10	20	20	0	"R"	20	"0.0"	5		3	20	"01:40.3"	"198.891"	9	16	42	42	42	42
43	19	10	7	12	10	0	"R"	21	"0.0"	1		0	0			4	10	43	43	43	43
44	19	7	5	14	18	0	"R"	22	"0.0"	0		0	0			20	7	44	44	44	44
45	20	13	6	2	2	1	1	1	"10.0"	57	"31:07.0"	38	3	"01:33.6"	"208.153"	1	13	45	45	45	45
46	20	8	6	1	4	2	2	2	"8.0"	57	"3.339"	35	4	"01:33.7"	"207.911"	1	8	46	46	46	46
47	20	9	2	4	1	3	3	3	"6.0"	57	"4.998"	55	5	"01:33.8"	"207.765"	1	9	47	47	47	47
48	20	2	2	3	6	4	4	4	"5.0"	57	"8.409"	48	2	"01:33.6"	"208.231"	1	2	48	48	48	48
49	20	5	1	23	5	5	5	5	"4.0"	57	"26.789"	49	1	"01:33.2"	"209.062"	1	5	49	49	49	49
50	20	15	7	11	7	6	6	6	"3.0"	57	"41.314"	45	7	"01:34.2"	"206.819"	1	15	50	50	50	50
51	20	17	9	10	11	7	7	7	"2.0"	57	"45.473"	51	8	"01:34.3"	"206.597"	1	17	51	51	51	51
52	20	3	3	7	8	8	8	8	"1.0"	57	"55.889"	57	6	"01:34.1"	"207.109"	1	3	52	52	52	52
53	20	10	7	12	13	9	9	9	"0.0"	57	"+1:09.500"	56	9	"01:34.8"	"205.503"	1	10	53	53	53	53
54	20	4	4	5	10	10	10	10	"0.0"	57	"+1:17.181"	35	13	"01:35.2"	"204.668"	1	4	54	54	54	54
55	20	22	11	17	12	11	11	11	"0.0"	57	"+1:17.862"	40	10	"01:34.9"	"205.399"	1	22	55	55	55	55
56	20	21	10	21	18	12	12	12	"0.0"	56		56	11	"01:35.1"	"204.963"	11	21	56	56	56	56
57	20	1	1	22	3	13	13	13	"0.0"	56		25	19	"01:35.5"	"203.969"	11	1	57	57	57	57
58	20	6	3	8	16	14	14	14	"0.0"	56		30	17	"01:35.4"	"204.155"	11	6	58	58	58	58
59	20	7	5	14	15	15	15	15	"0.0"	56		33	15	"01:35.3"	"204.369"	11	7	59	59	59	59
60	20	19	8	19	21	16	16	16	"0.0"	56		45	14	"01:35.3"	"204.389"	11	19	60	60	60	60
61	20	11	8	18	22	17	17	17	"0.0"	56		56	20	"01:35.9"	"203.18"	11	11	61	61	61	61
62	20	14	9	9	17	18	18	18	"0.0"	56		43	16	"01:35.4"	"204.331"	11	14	62	62	62	62
63	20	16	10	20	20	19	19	19	"0.0"	56		55	18	"01:35.4"	"204.136"	12	16	63	63	63	63
64	20	12	4	6	14	0	"R"	20	"0.0"	40		31	12	"01:35.1"	"204.808"	6	12	64	64	64	64
65	20	18	11	16	9	0	"R"	21	"0.0"	19		11	21	"01:36.1"	"202.686"	4	18	65	65	65	65
66	20	20	5	15	19	0	"R"	22	"0.0"	0		0	0			5	20	66	66	66	66
67	21	8	6	1	1	1	1	1	"10.0"	66	"38:19.1"	46	1	"01:21.7"	"205.191"	1	8	67	67	67	67
68	21	13	6	2	3	2	2	2	"8.0"	66	"3.228"	45	2	"01:21.8"	"204.863"	1	13	68	68	68	68
69	21	1	1	22	5	3	3	3	"6.0"	66	"4.187"	20	3	"01:22.0"	"204.323"	1	1	69	69	69	69
70	21	9	2	4	4	4	4	4	"5.0"	66	"5.694"	20	4	"01:22.1"	"204.102"	1	9	70	70	70	70
71	21	17	9	10	7	5	5	5	"4.0"	66	"35.938"	19	8	"01:22.6"	"202.969"	1	17	71	71	71	71
72	21	18	11	16	13	6	6	6	"3.0"	66	"53.01"	66	5	"01:22.4"	"203.489"	1	18	72	72	72	72
73	21	6	3	8	12	7	7	7	"2.0"	66	"58.244"	48	15	"01:23.5"	"200.576"	1	6	73	73	73	73
74	21	15	7	11	8	8	8	8	"1.0"	66	"59.435"	45	10	"01:22.8"	"202.494"	1	15	74	74	74	74
75	21	2	2	3	9	9	9	9	"0.0"	66	"+1:03.073"	21	7	"01:22.5"	"203.08"	1	2	75	75	75	75
76	21	21	10	21	19	10	10	10	"0.0"	65		40	14	"01:23.4"	"200.841"	11	21	76	76	76	76
77	21	10	7	12	14	11	11	11	"0.0"	65		57	12	"01:23.0"	"201.886"	11	10	77	77	77	77
78	21	14	9	9	17	12	12	12	"0.0"	65		57	11	"01:22.8"	"202.288"	11	14	78	78	78	78
79	21	11	8	18	22	13	13	13	"0.0"	65		34	17	"01:24.6"	"198.045"	11	11	79	79	79	79
80	21	3	3	7	15	0	"R"	14	"0.0"	41		20	13	"01:23.3"	"201.13"	5	3	80	80	80	80
81	21	4	4	5	2	0	"R"	15	"0.0"	34		15	9	"01:22.7"	"202.677"	5	4	81	81	81	81
82	21	22	11	17	11	0	"R"	16	"0.0"	34		21	16	"01:23.9"	"199.837"	4	22	82	82	82	82
83	21	5	1	23	6	0	"R"	17	"0.0"	21		19	6	"01:22.5"	"203.243"	3	5	83	83	83	83
84	21	19	8	19	21	0	"R"	18	"0.0"	8		6	20	"01:26.9"	"192.922"	21	19	84	84	84	84
85	21	7	5	14	16	0	"R"	19	"0.0"	7		6	19	"01:26.0"	"194.862"	4	7	85	85	85	85
86	21	12	4	6	10	0	"R"	20	"0.0"	6		6	18	"01:25.4"	"196.128"	4	12	86	86	86	86
87	21	16	10	20	20	0	"R"	21	"0.0"	0		0	0			4	16	87	87	87	87
88	21	20	5	15	18	0	"R"	22	"0.0"	0		0	0			4	20	88	88	88	88
89	22	13	6	2	1	1	1	1	"10.0"	58	"26:49.5"	16	3	"01:26.7"	"221.734"	1	13	89	89	89	89
90	22	1	1	22	3	2	2	2	"8.0"	58	"3.779"	31	2	"01:26.5"	"222.085"	1	1	90	90	90	90
91	22	8	6	1	4	3	3	3	"6.0"	58	"4.271"	20	1	"01:26.5"	"222.144"	1	8	91	91	91	91
92	22	9	2	4	5	4	4	4	"5.0"	58	"21.945"	17	4	"01:26.8"	"221.442"	1	9	92	92	92	92
93	22	2	2	3	9	5	5	5	"4.0"	58	"38.741"	20	5	"01:27.2"	"220.328"	1	2	93	93	93	93
94	22	4	4	5	7	6	6	6	"3.0"	58	"53.724"	57	6	"01:27.3"	"220.174"	1	4	94	94	94	94
95	22	17	9	10	6	7	7	7	"2.0"	58	"+1:04.229"	14	7	"01:27.6"	"219.294"	1	17	95	95	95	95
96	22	3	3	7	11	8	8	8	"1.0"	58	"+1:11.406"	55	9	"01:27.8"	"218.882"	1	3	96	96	96	96
97	22	14	9	9	10	9	9	9	"0.0"	58	"+1:15.270"	41	12	"01:28.0"	"218.457"	1	14	97	97	97	97
98	22	15	7	11	8	10	10	10	"0.0"	58	"+1:16.344"	52	11	"01:27.9"	"218.556"	1	15	98	98	98	98
99	22	18	11	16	13	11	11	11	"0.0"	57		57	13	"01:28.0"	"218.377"	11	18	99	99	99	99
100	22	5	1	23	2	12	12	12	"0.0"	57		55	8	"01:27.6"	"219.269"	11	5	100	100	100	100
101	22	10	7	12	15	13	13	13	"0.0"	57		28	16	"01:28.3"	"217.623"	11	10	101	101	101	101
102	22	22	11	17	12	14	14	14	"0.0"	57		56	14	"01:28.0"	"218.33"	11	22	102	102	102	102
103	22	12	4	6	17	15	15	15	"0.0"	57		40	10	"01:27.9"	"218.703"	11	12	103	103	103	103
104	22	16	10	20	19	16	16	16	"0.0"	57		35	18	"01:28.8"	"216.454"	11	16	104	104	104	104
105	22	20	5	15	14	17	17	17	"0.0"	57		38	15	"01:28.2"	"217.926"	11	20	105	105	105	105
106	22	7	5	14	18	0	"R"	18	"0.0"	24		19	17	"01:28.7"	"216.539"	22	7	106	106	106	106
107	22	6	3	8	16	0	"R"	19	"0.0"	1		0	0			4	6	107	107	107	107
108	22	21	10	21	20	0	"R"	20	"0.0"	0		0	0			4	21	108	108	108	108
109	23	1	1	22	3	1	1	1	"10.0"	76	"00:42.7"	71	6	"01:18.5"	"153.152"	1	1	109	109	109	109
110	23	9	2	4	5	2	2	2	"8.0"	76	"3.064"	75	5	"01:17.9"	"154.286"	1	9	110	110	110	110
111	23	13	6	2	1	3	3	3	"6.0"	76	"4.811"	76	4	"01:17.9"	"154.379"	1	13	111	111	111	111
112	23	17	9	10	9	4	4	4	"5.0"	76	"19.295"	74	8	"01:19.0"	"152.133"	1	17	112	112	112	112
113	23	20	5	15	19	5	5	5	"4.0"	76	"24.657"	74	7	"01:18.8"	"152.614"	1	20	113	113	113	113
114	23	22	11	17	14	6	6	6	"3.0"	76	"28.408"	75	9	"01:19.6"	"151.104"	1	22	114	114	114	114
115	23	6	3	8	13	7	7	7	"2.0"	76	"30.18"	75	13	"01:19.9"	"150.469"	1	6	115	115	115	115
116	23	5	1	23	4	8	8	8	"1.0"	76	"33.191"	74	2	"01:17.3"	"155.586"	1	5	116	116	116	116
117	23	8	6	1	2	9	9	9	"0.0"	76	"33.792"	74	1	"01:16.7"	"156.789"	1	8	117	117	117	117
118	23	4	4	5	7	10	10	10	"0.0"	75		73	3	"01:17.9"	"154.413"	11	4	118	118	118	118
119	23	18	11	16	11	11	11	11	"0.0"	75		74	10	"01:19.6"	"151.089"	11	18	119	119	119	119
120	23	10	7	12	10	12	12	12	"0.0"	75		75	11	"01:19.6"	"151.021"	11	10	120	120	120	120
121	23	15	7	11	8	13	13	13	"0.0"	75		75	12	"01:19.8"	"150.62"	11	15	121	121	121	121
122	23	2	2	3	12	14	14	14	"0.0"	72		72	14	"01:20.3"	"149.829"	14	2	122	122	122	122
123	23	16	10	20	18	0	"R"	15	"0.0"	67		60	16	"01:22.0"	"146.564"	4	16	123	123	123	123
124	23	3	3	7	6	0	"R"	16	"0.0"	59		58	15	"01:21.3"	"147.951"	3	3	124	124	124	124
125	23	12	4	6	17	0	"R"	17	"0.0"	47		40	17	"01:31.2"	"131.86"	3	12	125	125	125	125
126	23	21	10	21	20	0	"R"	18	"0.0"	36		33	18	"01:32.8"	"129.5"	6	21	126	126	126	126
127	23	14	9	9	15	0	"R"	19	"0.0"	7		7	20	"01:42.1"	"117.753"	3	14	127	127	127	127
128	23	7	5	14	16	0	"R"	20	"0.0"	7		7	19	"01:41.2"	"118.872"	4	7	128	128	128	128
129	24	9	2	4	2	1	1	1	"10.0"	70	"36:24.2"	47	4	"01:17.5"	"202.473"	1	9	129	129	129	129
130	24	2	2	3	8	2	2	2	"8.0"	70	"16.495"	25	2	"01:17.4"	"202.758"	1	2	130	130	130	130
131	24	14	9	9	13	3	3	3	"6.0"	70	"23.352"	36	7	"01:18.1"	"201.057"	1	14	131	131	131	131
132	24	10	7	12	11	4	4	4	"5.0"	70	"42.627"	31	17	"01:19.1"	"198.51"	1	10	132	132	132	132
133	24	13	6	2	6	5	5	5	"4.0"	70	"43.934"	11	6	"01:18.0"	"201.261"	1	13	133	133	133	133
134	24	15	7	11	14	6	6	6	"3.0"	70	"47.775"	38	15	"01:18.9"	"199.056"	1	15	134	134	134	134
135	24	22	11	17	9	7	7	7	"2.0"	70	"53.597"	35	10	"01:18.3"	"200.503"	1	22	135	135	135	135
136	24	20	5	15	19	8	8	8	"1.0"	70	"54.12"	33	12	"01:18.5"	"199.913"	1	20	136	136	136	136
137	24	5	1	23	7	9	9	9	"0.0"	70	"54.433"	62	11	"01:18.5"	"200.091"	1	5	137	137	137	137
138	24	3	3	7	5	10	10	10	"0.0"	70	"54.749"	14	5	"01:18.0"	"201.336"	1	3	138	138	138	138
139	24	18	11	16	20	11	11	11	"0.0"	70	"+1:07.540"	58	19	"01:19.4"	"197.847"	1	18	139	139	139	139
140	24	17	9	10	10	12	12	12	"0.0"	70	"+1:11.299"	51	8	"01:18.2"	"200.759"	1	17	140	140	140	140
141	24	7	5	14	18	13	13	13	"0.0"	69		34	13	"01:18.6"	"199.689"	11	7	141	141	141	141
142	24	21	10	21	17	0	"R"	14	"0.0"	51		41	16	"01:19.1"	"198.563"	20	21	142	142	142	142
143	24	6	3	8	12	0	"R"	15	"0.0"	46		30	14	"01:18.8"	"199.273"	3	6	143	143	143	143
144	24	4	4	5	4	0	"R"	16	"0.0"	44		16	9	"01:18.2"	"200.697"	20	4	144	144	144	144
145	24	12	4	6	15	0	"R"	17	"0.0"	43		16	18	"01:19.2"	"198.129"	23	12	145	145	145	145
146	24	8	6	1	3	0	"R"	18	"0.0"	19		14	1	"01:17.4"	"202.871"	4	8	146	146	146	146
147	24	1	1	22	1	0	"R"	19	"0.0"	19		4	3	"01:17.5"	"202.559"	4	1	147	147	147	147
148	24	16	10	20	16	0	"R"	20	"0.0"	13		7	20	"01:20.7"	"194.624"	6	16	148	148	148	148
149	25	13	6	2	2	1	1	1	"10.0"	70	"31:50.2"	20	2	"01:16.7"	"206.956"	1	13	149	149	149	149
150	25	8	6	1	1	2	2	2	"8.0"	70	"17.984"	16	1	"01:16.6"	"207.224"	1	8	150	150	150	150
151	25	15	7	11	4	3	3	3	"6.0"	70	"28.25"	12	7	"01:17.6"	"204.721"	1	15	151	151	151	151
152	25	5	1	23	10	4	4	4	"5.0"	70	"28.929"	46	3	"01:17.1"	"205.87"	1	5	152	152	152	152
153	25	9	2	4	5	5	5	5	"4.0"	70	"30.512"	16	4	"01:17.2"	"205.768"	1	9	153	153	153	153
154	25	17	9	10	6	6	6	6	"3.0"	70	"40.304"	22	6	"01:17.5"	"204.879"	1	17	154	154	154	154
155	25	12	4	6	9	7	7	7	"2.0"	70	"41.033"	24	10	"01:17.8"	"204.218"	1	12	155	155	155	155
156	25	4	4	5	3	8	8	8	"1.0"	70	"43.372"	39	8	"01:17.6"	"204.525"	1	4	156	156	156	156
157	25	14	9	9	7	9	9	9	"0.0"	70	"51.021"	23	12	"01:17.8"	"204.06"	1	14	157	157	157	157
158	25	1	1	22	13	10	10	10	"0.0"	70	"54.538"	40	5	"01:17.5"	"205.022"	1	1	158	158	158	158
159	25	10	7	12	8	11	11	11	"0.0"	70	"57.7"	45	13	"01:17.8"	"204.013"	1	10	159	159	159	159
160	25	20	5	15	12	12	12	12	"0.0"	70	"58.065"	36	11	"01:17.8"	"204.212"	1	20	160	160	160	160
161	25	2	2	3	11	13	13	13	"0.0"	70	"+1:02.079"	46	9	"01:17.7"	"204.328"	1	2	161	161	161	161
162	25	22	11	17	20	14	14	14	"0.0"	69		54	14	"01:18.0"	"203.665"	11	22	162	162	162	162
163	25	6	3	8	15	15	15	15	"0.0"	69		60	15	"01:18.1"	"203.443"	11	6	163	163	163	163
164	25	3	3	7	19	16	16	16	"0.0"	69		38	17	"01:18.3"	"202.776"	11	3	164	164	164	164
165	25	7	5	14	14	17	17	17	"0.0"	69		28	16	"01:18.2"	"203.022"	11	7	165	165	165	165
166	25	21	10	21	17	18	18	18	"0.0"	69		53	19	"01:18.6"	"202.141"	11	21	166	166	166	166
167	25	16	10	20	18	19	19	19	"0.0"	69		41	18	"01:18.5"	"202.385"	11	16	167	167	167	167
168	25	18	11	16	16	0	"R"	20	"0.0"	16		15	20	"01:20.9"	"196.345"	4	18	168	168	168	168
169	26	1	1	22	4	1	1	1	"10.0"	60	"39:09.4"	16	3	"01:32.8"	"199.398"	1	1	169	169	169	169
170	26	2	2	3	5	2	2	2	"8.0"	60	"+1:08.577"	21	2	"01:32.7"	"199.609"	1	2	170	170	170	170
171	26	22	11	17	16	3	3	3	"6.0"	60	"+1:22.273"	21	11	"01:33.4"	"198.183"	1	22	171	171	171	171
172	26	8	6	1	3	4	4	4	"5.0"	59		18	1	"01:32.1"	"200.842"	11	8	172	172	172	172
173	26	5	1	23	1	5	5	5	"4.0"	59		17	5	"01:33.1"	"198.728"	11	5	173	173	173	173
174	26	4	4	5	6	6	6	6	"3.0"	59		17	6	"01:33.1"	"198.722"	11	4	174	174	174	174
175	26	15	7	11	14	7	7	7	"2.0"	59		22	13	"01:33.8"	"197.292"	11	15	175	175	175	175
176	26	6	3	8	15	8	8	8	"1.0"	59		21	14	"01:34.3"	"196.31"	11	6	176	176	176	176
177	26	3	3	7	20	9	9	9	"0.0"	59		21	16	"01:34.8"	"195.234"	11	3	177	177	177	177
178	26	17	9	10	2	10	10	10	"0.0"	59		17	4	"01:33.0"	"199.109"	11	17	178	178	178	178
179	26	7	5	14	13	11	11	11	"0.0"	59		21	9	"01:33.4"	"198.224"	11	7	179	179	179	179
180	26	10	7	12	12	12	12	12	"0.0"	59		19	15	"01:34.6"	"195.619"	11	10	180	180	180	180
181	26	13	6	2	9	13	13	13	"0.0"	58		19	8	"01:33.3"	"198.458"	12	13	181	181	181	181
182	26	9	2	4	10	0	"R"	14	"0.0"	39		22	12	"01:33.5"	"197.859"	20	9	182	182	182	182
183	26	18	11	16	17	0	"R"	15	"0.0"	38		21	10	"01:33.4"	"198.205"	20	18	183	183	183	183
184	26	12	4	6	7	0	"R"	16	"0.0"	35		21	7	"01:33.2"	"198.573"	20	12	184	184	184	184
185	26	21	10	21	19	0	"R"	17	"0.0"	16		21	17	"01:34.9"	"194.96"	20	21	185	185	185	185
186	26	16	10	20	18	0	"R"	18	"0.0"	10		5	18	"01:38.2"	"188.545"	20	16	186	186	186	186
187	26	20	5	15	8	0	"R"	19	"0.0"	0		0	0			4	20	187	187	187	187
188	26	14	9	9	11	0	"R"	20	"0.0"	0		0	0			4	14	188	188	188	188
189	27	1	1	22	1	1	1	1	"10.0"	67	"31:20.9"	17	2	"01:16.0"	"216.552"	1	1	189	189	189	189
190	27	12	4	6	17	2	2	2	"8.0"	67	"5.586"	66	9	"01:16.9"	"214.099"	1	12	190	190	190	190
191	27	13	6	2	2	3	3	3	"6.0"	67	"9.339"	19	5	"01:16.5"	"215.241"	1	13	191	191	191	191
192	27	2	2	3	12	4	4	4	"5.0"	67	"9.825"	52	1	"01:16.0"	"216.7"	1	2	192	192	192	192
193	27	5	1	23	3	5	5	5	"4.0"	67	"12.411"	63	4	"01:16.5"	"215.261"	1	5	193	193	193	193
194	27	8	6	1	6	6	6	6	"3.0"	67	"14.403"	66	3	"01:16.3"	"215.692"	1	8	194	194	194	194
195	27	9	2	4	7	7	7	7	"2.0"	67	"22.682"	17	6	"01:16.6"	"214.937"	1	9	195	195	195	195
196	27	20	5	15	9	8	8	8	"1.0"	67	"33.299"	20	8	"01:16.8"	"214.484"	1	20	196	196	196	196
197	27	15	7	11	4	9	9	9	"0.0"	67	"37.158"	17	12	"01:17.0"	"213.785"	1	15	197	197	197	197
198	27	3	3	7	13	10	10	10	"0.0"	67	"37.625"	34	15	"01:17.4"	"212.799"	1	3	198	198	198	198
199	27	4	4	5	5	11	11	11	"0.0"	67	"38.6"	17	13	"01:17.1"	"213.53"	1	4	199	199	199	199
200	27	7	5	14	15	12	12	12	"0.0"	67	"39.111"	63	10	"01:17.0"	"213.935"	1	7	200	200	200	200
201	27	14	9	9	10	13	13	13	"0.0"	67	"54.971"	18	11	"01:17.0"	"213.866"	1	14	201	201	201	201
202	27	6	3	8	16	14	14	14	"0.0"	67	"+1:00.003"	23	17	"01:17.7"	"211.947"	1	6	202	202	202	202
203	27	16	10	20	19	15	15	15	"0.0"	67	"+1:09.488"	66	18	"01:17.9"	"211.408"	1	16	203	203	203	203
204	27	21	10	21	20	16	16	16	"0.0"	67	"+1:24.093"	67	20	"01:18.2"	"210.546"	1	21	204	204	204	204
205	27	18	11	16	14	17	17	17	"0.0"	66		56	16	"01:17.6"	"212.097"	11	18	205	205	205	205
206	27	22	11	17	18	0	"R"	18	"0.0"	50		30	19	"01:18.0"	"211.145"	4	22	206	206	206	206
207	27	17	9	10	8	0	"R"	19	"0.0"	40		20	14	"01:17.2"	"213.278"	5	17	207	207	207	207
208	27	10	7	12	11	0	"R"	20	"0.0"	35		24	7	"01:16.7"	"214.652"	22	10	208	208	208	208
209	28	5	1	23	2	1	1	1	"10.0"	70	"37:27.1"	19	7	"01:21.8"	"192.917"	1	5	209	209	209	209
210	28	10	7	12	5	2	2	2	"8.0"	70	"11.061"	42	6	"01:21.7"	"193.111"	1	10	210	210	210	210
211	28	8	6	1	6	3	3	3	"6.0"	70	"16.856"	61	1	"01:21.2"	"194.243"	1	8	211	211	211	211
212	28	4	4	5	7	4	4	4	"5.0"	70	"21.614"	47	8	"01:21.8"	"192.823"	1	4	212	212	212	212
213	28	1	1	22	1	5	5	5	"4.0"	70	"23.048"	15	3	"01:21.5"	"193.533"	1	1	213	213	213	213
214	28	12	4	6	10	6	6	6	"3.0"	70	"32.298"	64	4	"01:21.5"	"193.428"	1	12	214	214	214	214
215	28	15	7	11	9	7	7	7	"2.0"	70	"36.449"	65	5	"01:21.6"	"193.189"	1	15	215	215	215	215
216	28	9	2	4	4	8	8	8	"1.0"	70	"48.321"	70	9	"01:21.9"	"192.475"	1	9	216	216	216	216
217	28	17	9	10	8	9	9	9	"0.0"	70	"58.834"	67	10	"01:22.1"	"192.043"	1	17	217	217	217	217
218	28	2	2	3	15	10	10	10	"0.0"	70	"+1:07.709"	67	11	"01:22.2"	"191.908"	1	2	218	218	218	218
219	28	14	9	9	13	11	11	11	"0.0"	70	"+1:10.407"	67	16	"01:22.7"	"190.634"	1	14	219	219	219	219
220	28	18	11	16	12	12	12	12	"0.0"	69		63	13	"01:22.4"	"191.409"	11	18	220	220	220	220
221	28	6	3	8	16	13	13	13	"0.0"	69		67	18	"01:23.3"	"189.319"	11	6	221	221	221	221
222	28	3	3	7	14	14	14	14	"0.0"	69		57	12	"01:22.4"	"191.409"	11	3	222	222	222	222
223	28	21	10	21	18	15	15	15	"0.0"	69		68	15	"01:22.6"	"190.844"	11	21	223	223	223	223
224	28	22	11	17	17	16	16	16	"0.0"	68		65	14	"01:22.4"	"191.319"	12	22	224	224	224	224
225	28	13	6	2	3	17	17	17	"0.0"	67		16	2	"01:21.4"	"193.861"	5	13	225	225	225	225
226	28	7	5	14	19	18	18	18	"0.0"	67		29	17	"01:23.2"	"189.516"	13	7	226	226	226	226
227	28	16	10	20	20	0	"R"	19	"0.0"	62		29	19	"01:23.7"	"188.542"	23	16	227	227	227	227
228	28	20	5	15	11	0	"R"	20	"0.0"	22		17	20	"01:24.2"	"187.262"	25	20	228	228	228	228
229	29	13	6	2	1	1	1	1	"10.0"	57	"35:32.3"	36	1	"01:38.7"	"197.637"	1	13	229	229	229	229
230	29	1	1	22	2	2	2	2	"8.0"	57	"5.611"	16	2	"01:38.9"	"197.285"	1	1	230	230	230	230
231	29	9	2	4	3	3	3	3	"6.0"	57	"37.353"	38	4	"01:39.3"	"196.399"	1	9	231	231	231	231
232	29	5	1	23	5	4	4	4	"5.0"	57	"39.703"	19	3	"01:39.1"	"196.831"	1	5	232	232	232	232
233	29	15	7	11	7	5	5	5	"4.0"	57	"50.684"	37	12	"01:39.7"	"195.755"	1	15	233	233	233	233
234	29	20	5	15	6	6	6	6	"3.0"	57	"52.625"	36	6	"01:39.5"	"196.093"	1	20	234	234	234	234
